Major Country,Began,,,Ended,,,Death,Affected population,Homeless,Damage (USD if no units),Adjusted Damage to 2002,Reference,,,,,
,Year,Month,Day,Year,Month,Day,,,,,,,,,,,
United States,2000,5,23,2000,5,23,2,300,,"100,000,000","126,582,278",EM-DAT,,,,,
United States,2000,8,12,2000,8,14,0,175,,"166,000,000","210,126,582",EM-DAT,,,,,
United States,2001,7,8,2001,7,9,2,15000,,"20,000,000","24,691,358",EM-DAT,,,,,
United States,2002,5,2,2002,5,8,9,1000,,"13,000,000","15,853,659",EM-DAT,,,,,
United States,2002,6,30,2002,7,23,10,144000,,"1,000,000,000","1,219,512,195",EM-DAT,,,,,
United States,2003,7,5,2003,7,21,3,1200,,"106,000,000","126,190,476",EM-DAT,,,,,
United States,2004,3,28,2004,4,11,0,306,,"4,500,000","5,172,414",EM-DAT,,,,,
United States,2004,7,12,2004,7,14,1,0,,"500,000,000","574,712,644",EM-DAT,,,,,
United States,2004,10,30,2004,10,30,0,105,,"1,000,000","1,149,425",EM-DAT,,,,,
United States,2005,1,7,2005,1,11,28,508,,"200,000,000","222,222,222",EM-DAT,,,,,
United States,2005,2,17,2005,2,23,9,150,,"250,000,000","277,777,778",EM-DAT,,,,,
United States,2005,4,1,2005,4,6,2,11000,,"30,000,000","33,333,333",EM-DAT,,,,,
United States,2005,5,6,2005,5,8,0,0,,"5,330,000","5,922,222",EM-DAT,,,,,
United States,2005,12,31,2006,1,18,3,3600,,"245,000,000","266,304,348",EM-DAT,,,,,
United States,2006,4,4,2006,4,17,1,600,,"259,000,000","281,521,739",EM-DAT,,,,,
United States,2006,5,11,2006,5,22,2,2500,,"85,000,000","92,391,304",EM-DAT,,,,,
United States,2006,6,22,2006,6,25,2,2400,,"7,000,000","7,608,696",EM-DAT,,,,,
United States,2006,6,25,2006,6,28,,65000,,"2,000,000,000","2,173,913,043","EM-DAT,U.S.GOV",,,,,
United States,2006,8,19,2006,8,24,0,150,,"15,500,000","16,847,826",EM-DAT,,,,,
United States,2007,8,16,2007,8,27,26,2840,,"700,000,000","736,842,105",EM-DAT,,,,,
United States,2008,3,17,2008,4,20,18,1000,,"2,000,000","2,020,202",EM-DAT,,,,,
United States,2008,4,1,2008,6,30,24,11000148,,"10,000,000,000","80,808,081",EM-DAT,,,,,
United States,2009,3,24,2009,4,20,2,5060,,"166,000,000","169,387,755",EM-DAT,,,,,
United States,2009,9,20,2009,9,21,9,3000,,"500,000,000","510,204,082",EM-DAT,,,,,
United States,2011,4,18,2011,5,23,9,0,,"3,000,000,000","2,912,621,359",EM-DAT,,,,,
United States,2011,5,15,2011,6,30,5,11000,,"2,000,000,000","1,941,747,573",EM-DAT,,,,,
United States,2012,6,9,2012,6,12,2,300,,"174,000,000","165,714,286",EM-DAT,,,,,
United States,2013,4,22,2013,4,29,5,300,,"325,000,000","303,738,318",EM-DAT,,,,,
United States,2013,7,27,2013,7,28,2,1425,,"25,000,000","23,364,486",EM-DAT,,,,,
United States,2013,8,5,2013,8,12,3,6000,,"25,000,000","23,364,486",EM-DAT,,,,,
United States,2013,9,12,2013,9,19,9,21900,,"1,900,000,000","1,775,700,935",EM-DAT,,,,,
United States,2014,8,11,2014,8,13,1,60000,,"10,000,000,000","9,174,311,927",EM-DAT,,,,,
United States,2014,12,2,2014,12,5,0,0,,"90,000,000","82,568,807",EM-DAT,,,,,
United States - Hurricane Fran,1996,9,5,1996,9,13,34,,,"2,000,000,000","2,777,777,778",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
United States - Hurricane Opal,1995,10,4,1995,10,8,19,,,"1,800,000,000","2,571,428,571",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
United States (Colorado-Denver),1973,5,6,1973,5,7,,,,"120,000,000","600,000,000",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
United States (Colorado-South Platte basin),1965,6,14,1965,6,20,,,,"504,400,000","3,602,857,143",http://www.assessment.ucar.edu/flood/fld_sum_date.html,,,,,
United States (Colorado-Statewide),1969,5,4,1965,5,8,,,,"21,000,000","123,529,412",http://www.assessment.ucar.edu/flood/fld_sum_date.html,,,,,
Uruguay,1967,,,1967,8,1,8,"38,063",,"39,000,000","260,000,000",Office of U.S. Foreign Disaster Assistance (August 1993). Significant Data on Major Disasters Worldwide 1900-present,,,,,
Uruguay,1998,4,11,1998,5,8,1,9300,,"5,000,000","6,666,667",EM-DAT,,,,,
Uruguay,2007,5,4,2007,5,25,2,119200,,"45,000,000","47,368,421",EM-DAT,,,,,
US,1990,11,26,1990,11,30,2,,,"36,000,000",60000000,Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1980,4,10,1980,4,17,,,,"1,000,000,000","2,631,578,947",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1982,12,1,1983,1,15,,,,"1,000,000,000","2,173,913,043",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1982,12,13,1983,3,31,,,,"1,000,000,000","2,173,913,043",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1983,9,28,1983,10,2,,,,500000000,"1,086,956,522",http://www.wrh.noaa.gov/twc/tropical/Octave_1983.php,,,,,
USA,1984,5,26,1984,5,27,,,,"180,000,000","375,000,000",http://www.srh.noaa.gov/tsa/?n=1984may26_tulsamemorialdayflood,,,,,
USA,1985,2,22,1985,3,1,7,,,"12,100,000","24,693,878",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1985,3,3,1985,3,8,4,,,"11,000,000","22,448,980",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1985,5,19,1985,5,20,2,,,"67,000,000","136,734,694",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1985,7,24,1985,7,25,,,,"100,000","204,082",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1985,8,2,1985,8,3,12,,,"40,000,000","81,632,653",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1985,9,6,1985,9,9,,,,"10,000,000","20,408,163",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1985,10,6,1985,10,8,99,,,"447,000,000","912,244,898",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1985,10,26,1985,10,30,,,,"1,000,000,000","2,040,816,327",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1985,11,1,1985,11,9,54,,,"850,000,000","1,734,693,878",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1986,2,12,1986,2,27,18,,,"319,000,000","638,000,000",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1986,3,27,1986,4,5,2,,,"200,000","400,000",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1986,5,15,1986,5,15,3,,,"100,000,000","200,000,000",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1986,5,30,1986,5,31,8,,,"20,000,000","40,000,000",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1986,6,27,1986,6,30,1,,,"5,000,000","10,000,000",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1986,7,1,1986,7,2,1,,,"3,000,000","6,000,000",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1986,9,9,1986,9,17,6,,,"323,000,000","646,000,000",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1986,9,25,1986,10,5,1,,,"36,000,000","72,000,000",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1986,9,26,1986,10,13,10,,,"40,000,000","80,000,000",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1986,10,9,1986,10,15,0,,,"20,000,000","40,000,000",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1987,3,31,1987,4,9,5,,,"110,000,000","211,538,462",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1987,5,26,1987,5,30,2,,,"20,000,000","38,461,538",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1987,7,2,1987,7,3,,,,"20,000,000","38,461,538",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1988,1,1,1988,1,2,0,,,"28,000,000","51,851,852",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1988,9,6,1988,9,9,7,,,"24,000,000","44,444,444",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1989,2,13,1989,2,18,5,,,"25,000,000","43,859,649",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1989,5,24,1989,5,26,151,,,"21,000,000","36,842,105",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1990,3,16,1990,3,24,15,,,"100,000,000",166666666.7,Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1990,6,20,1990,6,22,1,,,"1,500,000",2500000,Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1990,11,10,1990,11,15,,,,"12,800,000",21333333.33,Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1991,4,5,1991,4,9,,,,"3,000,000","4,838,710",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1991,4,28,1991,5,2,,,,"100,000,000","161,290,323",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1991,10,8,1991,10,13,,,,"1,000,000","1,612,903",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1991,12,14,1991,12,16,3,,,"7,100,000","11,451,613",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1992,2,10,1992,2,12,8,,,"30,000,000","46,875,000",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1992,3,4,1992,3,6,1,,,"50,000,000","78,125,000",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1992,3,12,1992,3,14,,,,"10,000,000","15,625,000",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1993,2,23,1993,3,6,1,,,"80,000,000","121,212,121",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1994,10,16,1994,10,25,,,,"1,000,000,000","1,470,588,235","Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,US GOV",,,,,
USA,1995,1,1,1995,3,31,,,,"3,000,000,000","4,285,714,286",U.S.GOV,,,,,
USA,1995,1,3,1995,1,17,11,,,"300,000,000","428,571,429",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1996,1,18,1996,1,19,,,,"1,500,000,000","2,083,333,333",The Severe Flooding Event of January 1996 across North-Central Pennsylvania,,,,,
USA,1996,2,7,1996,2,12,7,,,"1,000,000,000","1,388,888,889","Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,US GOV",,,,,
USA,1996,12,26,1997,1,3,10,,,"125,000,000","168,918,919",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1997,2,3,1997,5,24,,,,"4,000,000,000","5,405,405,405",U.S.GOV,,,,,
USA,1997,2,28,1997,3,15,50,,,"500,000,000","675,675,676",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1998,2,3,1998,2,21,13,,,"500,000,000","666,666,667",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1998,4,17,1998,4,21,2,,,"100,000,000","133,333,333",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1998,6,24,1998,7,1,21,,,"469,000,000","625,333,333",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1998,9,15,1998,9,16,4,,,"250,000,000","333,333,333",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1998,10,6,1998,10,7,11,,,"50,000,000","66,666,667",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1998,10,17,1998,10,23,29,,,"1,000,000,000","1,333,333,333",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1998,10,30,1998,10,31,1,,,"37,000,000","49,333,333",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1999,1,19,1999,1,20,,,,200,263,Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1999,4,29,1999,5,6,,,,"5,000,000","6,578,947",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1999,6,28,1999,7,5,4,,,"4,000,000","5,263,158",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1999,7,4,1999,7,5,0,,,"14,300,000","18,815,789",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,1999,8,6,1999,8,8,1,,,"8,800,000","11,578,947",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,2000,5,6,2000,5,9,3,,,"30,000,000","37,974,684",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,2000,10,22,2000,10,23,1,,,"7,800,000","9,873,418",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,2000,11,2,2000,11,3,,,,"20,000,000","25,316,456",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,2001,4,15,2001,5,15,1,,,"13,000,000","16,049,383",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,2001,6,6,2001,6,13,47,,,"1,015,000,000","1,253,086,420",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,2002,3,17,2002,3,24,7,,,"76,000,000","92,682,927",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,2002,4,17,2002,4,22,0,,,"30,000,000","36,585,366",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,2002,4,25,2002,4,27,1,,,"3,000,000","3,658,537",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,2002,4,27,2002,5,31,0,,,"7,800,000","9,512,195",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,2002,6,8,2002,6,29,0,,,"370,000,000","451,219,512",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,2002,7,6,2002,7,8,1,,,"800,000","975,610",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,2002,7,25,2002,7,27,0,,,"3,000,000","3,658,537",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,2002,9,26,2002,9,29,1,,,"100,000,000","121,951,220",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,2002,9,29,2002,10,7,8,,,"170,000,000","207,317,073",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,2002,10,24,2002,10,28,,,,"10,000,000","12,195,122",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,2003,4,7,2003,4,10,,,,"20,000,000","23,809,524",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,2003,5,6,2003,5,14,3,2000,,"17,000,000","20,238,095",EM-DAT,,,,,
USA,2003,5,14,2003,5,17,0,,,"95,000,000","113,095,238",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,2003,6,22,2003,6,28,0,,,"11,300,000","13,452,381",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,2003,8,19,2003,8,21,0,,,"100,000,000","119,047,619",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,2003,9,1,2003,9,9,1,,,"4,200,000","5,000,000",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,2004,4,24,2004,5,2,4,,,"3,000,000","3,448,276",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,2004,5,22,2004,5,26,1,,,"32,000,000","36,781,609",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,2004,6,3,2004,10,11,0,,,"20,000,000","22,988,506",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,2004,6,10,2004,6,21,0,,,"9,000,000","10,344,828",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,2004,7,28,2004,7,31,3,,,"17,000,000","19,540,230",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,2004,7,29,2004,7,30,0,,,"5,800,000","6,666,667",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,2004,8,30,2004,9,1,7,,,"62,000,000","71,264,368",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,2004,9,15,2004,9,19,1,,,"12,000,000","13,793,103",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,2005,1,10,2005,1,13,1,,,"225,000,000","250,000,000",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,2005,8,29,2005,9,19,1053,,,"60,000,000,000","66,666,666,667",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,2005,9,23,2005,10,1,,,,"6,000,000,000","6,666,666,667",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,2006,3,14,2006,3,23,7,,,"12,000,000","13,043,478",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,2006,3,30,2006,4,25,1,,,"1,000,000","1,086,957",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,2006,7,27,2006,8,7,1,,,"100,000,000","108,695,652",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,2007,6,17,2007,6,22,10,,,"28,000,000","29,473,684",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,2008,9,12,2008,9,16,8,,,"2,000,000,000","2,020,202,020",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA,2010,3,1,2010,3,31,,,,"2,000,000,000","2,000,000,000",U.S.GOV,,,,,
USA,2010,4,30,2010,5,2,,,,"3,000,000,000","3,000,000,000",U.S.GOV,,,,,
USA,2013,4,16,2013,4,19,,,,"1,000,000,000","934,579,439",U.S.GOV,,,,,
USA - Hurricane Andrew,1992,8,26,1992,8,27,20,,,"20,000,000,000","31,250,000,000",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA - Hurricane Bonnie,1998,8,27,1998,8,29,2,,,"1,000,000,000","1,333,333,333",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA - Hurricane Earl,1998,9,3,1998,9,3,3,,,"50,000,000","66,666,667",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
"USA - Hurricane Floyd, Hurricane Irene",1999,9,14,1999,10,10,68,,,"3,000,000,000","3,947,368,421",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
USA - Hurricane Jerry,1989,10,15,1989,10,16,2,,,"9,000,000","15,789,474",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Uzbekistan,2002,2,18,2002,2,21,,,,"700,000,000","853,658,537",Dartmonth Flood Observatory-http://www.dartmouth.edu/~floods/Archives/index.html,,,,,
Venezuela,1967,8,,,,,,"23,000","23,000","4,126,000","27,506,667",Office of U.S. Foreign Disaster Assistance (August 1993). Significant Data on Major Disasters Worldwide 1900-present,,,,,
Venezuela,1999,12,15,1999,12,20,30000,483635,,"3,160,000,000","4,157,894,737",EM-DAT,,,,,
Venezuela,2002,7,20,2002,7,31,4,55376,,"3,000,000","3,658,537",EM-DAT,,,,,
Venezuela,2005,1,8,2005,1,20,3,0,,"1,000,000","1,111,111",EM-DAT,,,,,
Venezuela,2005,2,7,2005,2,14,76,25042,,"50,000,000","55,555,556",EM-DAT,,,,,
Venezuela,2010,11,25,2010,12,6,41,94800,,"170,000,000","170,000,000",EM-DAT,,,,,
Venezuela,2011,12,6,2011,12,12,8,2000,,"16,000,000","15,533,981",EM-DAT,,,,,
Venezuela,2012,5,8,2012,5,11,0,11000,,"93,000,000","88,571,429",EM-DAT,,,,,
Viet Nam,1990,6,20,1990,7,8,82,10200,,"725,000",1208333.333,EM-DAT,,,,,
Viet Nam,1991,7,28,1991,7,31,38,4014,,"3,200,000","5,161,290",EM-DAT,,,,,
Viet Nam,1991,8,,1991,8,,21,270600,,"5,000,000","8,064,516",EM-DAT,,,,,
Viet Nam,1991,9,19,1991,9,25,136,21000,,"38,500,000","62,096,774",EM-DAT,,,,,
Viet Nam,1992,10,5,1992,10,9,55,51698,,"47,700,000","74,531,250",EM-DAT,,,,,
Viet Nam,1994,9,4,1994,12,18,310,382000,,"206,000,000","302,941,176",EM-DAT,,,,,
Viet Nam,1995,9,21,1995,10,19,253,400000,,"86,000,000","122,857,143",EM-DAT,,,,,
Viet Nam,1996,9,14,1996,9,19,60,0,,"13,400,000","18,611,111",EM-DAT,,,,,
Viet Nam,1996,10,1,1996,11,13,162,375000,,"138,000,000","191,666,667",EM-DAT,,,,,
Viet Nam,1998,10,16,1998,10,23,45,32505,,"13,700,000","18,266,667",EM-DAT,,,,,
Viet Nam,1999,7,24,1999,8,5,40,115175,,"19,500,000","25,657,895",EM-DAT,,,,,
Viet Nam,1999,10,25,1999,11,9,622,3504412,,"237,000,000","311,842,105",EM-DAT,,,,,
Viet Nam,1999,12,2,1999,12,10,127,2163694,,"53,000,000","69,736,842",EM-DAT,,,,,
Viet Nam,2000,7,,2000,11,,460,5000004,,"250,000,000","316,455,696",EM-DAT,,,,,
Viet Nam,2000,11,18,2000,11,26,36,25003,,"15,000,000","18,987,342",EM-DAT,,,,,
Viet Nam,2001,8,15,2001,11,19,310,1570270,,"84,000,000","103,703,704",EM-DAT,,,,,
Viet Nam,2001,10,20,2001,10,24,20,35006,,"4,700,000","5,802,469",EM-DAT,,,,,
Viet Nam,2002,7,31,2002,8,6,10,2000,,"2,200,000","2,682,927",EM-DAT,,,,,
Viet Nam,2002,9,20,2002,9,30,55,291616,,"58,000,000","70,731,707",EM-DAT,,,,,
Viet Nam,2002,9,,2002,9,,82,1138200,,"23,900,000","29,146,341",EM-DAT,,,,,
Viet Nam,2003,9,10,2003,9,14,15,1000,,"38,000,000","45,238,095",EM-DAT,,,,,
Viet Nam,2003,10,15,2003,10,22,52,221774,,"32,000,000","38,095,238",EM-DAT,,,,,
Viet Nam,2003,11,11,2003,11,14,61,194049,,"35,000,000","41,666,667",EM-DAT,,,,,
